Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P2272,F1851,American Airlines,LAX,SEA,1/18/2024 0:15,196,On-time,999,437.76,36,Female,Medium,Leisure,Economy,1,,Online,6.295278322,45,40,0,0,Window,32
P2273,F1447,Delta,LAX,ATL,4/9/2025 19:59,248,On-time,1293,208.01,40,Female,Medium,Emergency,Premium Economy,0,,Mobile App,7.123455342,10,29,0,0,Aisle,5
P2274,F1317,Delta,SFO,LAX,12/19/2024 12:14,180,On-time,1024,194.08,50,Female,Medium,Leisure,Premium Economy,1,Silver,Mobile App,8.005375931,12,58,0,0,Window,110
P2275,F66,Southwest,SFO,SFO,5/31/2023 6:15,209,On-time,1745,430.61,21,Female,Low,Business,Economy,1,Gold,Airport Kiosk,7.617322655,24,68,0,0,Aisle,78
P2276,F568,United,LAX,ORD,4/24/2023 23:27,274,On-time,1471,419.88,25,Female,High,Emergency,Economy,0,Silver,Online,6.546630985,6,80,0,0,Middle,31
P2277,F474,Delta,SFO,SFO,7/10/2024 1:07,420,On-time,746,420.31,32,Male,Medium,Family,Premium Economy,2,,Airport Kiosk,8.115905516,22,100,0,0,Aisle,50
P2278,F1317,Southwest,DEN,LAX,3/2/2024 5:19,140,On-time,1314,281.92,64,Male,Low,Emergency,Economy,0,,Mobile App,6.83860346,8,76,0,0,Middle,74
P2279,F210,United,DEN,LAX,2/16/2024 23:50,114,On-time,905,452.13,19,Female,Low,Business,Economy,0,Silver,Airport Kiosk,7.769103734,10,63,0,0,Window,57
P2280,F1291,American Airlines,JFK,JFK,10/31/2024 5:12,179,On-time,985,263.77,33,Female,High,Emergency,Business,2,Silver,Online,7.601360856,16,20,0,0,Window,86
P2281,F1266,United,SFO,SEA,12/7/2024 10:39,258,Delayed,860,453.04,47,Female,Low,Emergency,Economy,0,,Desk,7.338153248,5,102,0,0,Aisle,25
P2282,F1715,Delta,ORD,JFK,6/12/2023 10:49,258,Cancelled,1080,149.42,32,Male,High,Family,Business,0,,Online,8.310275396,1,106,0,0,Middle,97
P2283,F249,JetBlue,DEN,ORD,4/5/2025 5:39,124,Delayed,1247,251.95,68,Female,Low,Business,Economy,0,Silver,Desk,8.426018899,11,104,0,0,Middle,45
P2284,F1641,American Airlines,SEA,SFO,1/22/2024 2:20,185,Cancelled,1063,326.16,52,Male,Medium,Emergency,Premium Economy,1,Platinum,Online,7.04923929,37,58,0,1,Aisle,97
P2285,F981,Delta,DEN,DEN,8/21/2024 4:14,129,On-time,1092,313.45,64,Male,Medium,Emergency,Economy,1,,Mobile App,7.420434029,1,87,0,0,Middle,28
P2286,F414,United,LAX,SEA,2/4/2024 16:45,229,On-time,1156,177.39,19,Female,Low,Family,Economy,0,,Desk,6.795909436,1,25,0,0,Middle,3
P2287,F1623,United,JFK,DEN,11/28/2024 12:58,278,On-time,1224,278.5,53,Male,Medium,Leisure,Economy,1,Silver,Mobile App,7.437125433,24,16,0,0,Window,80
P2288,F498,Delta,ORD,ORD,4/29/2023 22:51,247,Delayed,246,374.67,21,Female,Medium,Business,Economy,0,,Mobile App,7.549299273,14,17,0,0,Middle,98
P2289,F1859,Delta,ATL,DFW,7/9/2023 2:06,104,On-time,948,259.77,37,Male,High,Family,Economy,2,,Mobile App,7.061070871,1,34,0,0,Aisle,12
P2290,F158,JetBlue,DEN,DFW,8/14/2023 22:11,198,On-time,733,373.02,74,Male,High,Business,Premium Economy,0,,Desk,7.905757879,8,75,0,0,Middle,104
P2291,F378,American Airlines,LAX,LAX,12/1/2024 9:13,185,On-time,1180,125.93,69,Male,Low,Business,Economy,0,,Mobile App,6.619115098,4,49,0,0,Aisle,38
P2292,F1328,Delta,LAX,ORD,6/30/2023 23:18,229,On-time,1051,413.68,35,Male,Medium,Leisure,Economy,2,Gold,Online,7.426615155,5,89,0,0,Window,14
P2293,F1372,JetBlue,ATL,SFO,1/6/2024 18:48,257,On-time,537,369.25,75,Male,Low,Family,First,0,,Online,10,17,13,0,0,Middle,118
P2294,F1523,United,ATL,LAX,3/14/2024 0:22,133,On-time,986,317.83,28,Male,Low,Emergency,Economy,1,,Mobile App,6.950934438,2,92,0,1,Aisle,28
P2295,F375,Delta,DFW,ORD,12/29/2024 18:48,149,Cancelled,1114,315.82,64,Male,High,Business,Premium Economy,1,Platinum,Desk,6.965771832,1,112,0,0,Window,28
P2296,F771,United,SEA,ORD,11/12/2023 20:44,158,On-time,1497,308.15,75,Male,Medium,Business,Economy,1,Silver,Mobile App,6.914265315,21,17,0,0,Window,74
P2297,F1477,Southwest,LAX,DEN,11/18/2024 19:00,239,On-time,1042,458.18,44,Male,Medium,Business,Economy,0,,Mobile App,8.087497102,16,16,0,0,Middle,115
P2298,F1894,Southwest,ATL,JFK,1/6/2024 4:03,287,On-time,1598,282.69,42,Female,Medium,Emergency,Economy,0,Platinum,Desk,7.499793715,7,50,0,1,Window,31
P2299,F1670,JetBlue,SFO,SFO,10/14/2024 16:24,206,On-time,1038,410.87,62,Female,Medium,Family,Economy,0,,Airport Kiosk,6.690130028,12,25,0,0,Window,1
P2300,F27,American Airlines,SEA,DFW,1/18/2025 6:37,286,On-time,686,403.42,63,Female,Medium,Business,Economy,1,Silver,Online,8.325085227,3,20,1,1,Middle,46
P2301,F1855,Southwest,ATL,SFO,12/15/2023 21:35,104,On-time,1140,520.26,66,Male,High,Business,Business,0,Platinum,Airport Kiosk,7.800160951,5,40,0,0,Middle,77
P2302,F1245,JetBlue,JFK,DFW,5/10/2023 8:05,122,On-time,1241,393.99,27,Female,High,Family,Premium Economy,1,Silver,Desk,8.457226914,6,119,0,0,Aisle,83
P2303,F529,Southwest,ATL,DFW,8/14/2024 22:07,178,On-time,1570,489.96,74,Male,Low,Business,Business,0,,Mobile App,8.110909674,5,116,0,0,Window,21
P2304,F99,American Airlines,JFK,DFW,1/30/2024 4:11,175,Cancelled,689,405.41,78,Female,Medium,Emergency,Premium Economy,1,Platinum,Online,7.943264327,8,32,0,1,Window,74
P2305,F1121,JetBlue,JFK,DEN,3/6/2025 11:32,195,On-time,904,405.95,54,Male,High,Business,Economy,1,,Desk,5.924835561,8,95,0,0,Aisle,26
P2306,F1920,Southwest,DEN,JFK,8/3/2023 3:51,134,On-time,1238,443.38,70,Male,Medium,Emergency,Business,0,,Mobile App,8.848422139,2,117,0,0,Middle,66
P2307,F1651,United,SFO,ATL,10/28/2023 18:19,140,On-time,956,372.06,76,Male,Low,Emergency,Economy,0,Silver,Mobile App,8.008884961,8,62,0,0,Middle,80
P2308,F1189,American Airlines,ATL,SEA,12/18/2024 8:22,121,On-time,1471,252.74,54,Female,Medium,Business,Economy,0,,Desk,7.908721645,19,108,1,0,Aisle,107
P2309,F1973,United,SEA,DEN,8/24/2024 8:50,238,On-time,1234,68.69,73,Male,Low,Business,Economy,1,Gold,Online,6.973987636,1,6,0,0,Middle,55
P2310,F1915,American Airlines,JFK,ATL,11/28/2023 6:24,141,Delayed,1107,361.95,36,Female,Low,Business,Economy,5,Gold,Desk,8.063514931,5,98,0,0,Window,91
P2311,F1986,Southwest,SFO,SFO,2/19/2024 16:55,37,Delayed,1631,308.79,36,Male,Low,Leisure,Economy,0,Silver,Desk,8.641593889,10,108,0,0,Aisle,92
P2312,F1537,Southwest,SFO,DEN,2/16/2025 0:08,128,Delayed,1431,203.89,71,Female,Medium,Business,Economy,1,Silver,Online,6.979641174,1,109,0,0,Aisle,20
P2313,F43,Southwest,DFW,LAX,12/12/2023 3:27,73,Delayed,840,413.38,53,Female,Medium,Family,Economy,0,Silver,Desk,7.701796981,11,99,0,0,Middle,46
P2314,F1611,Delta,ORD,DEN,6/6/2024 10:00,138,On-time,1083,296.58,53,Female,Low,Leisure,Economy,0,,Online,8.125139443,3,21,0,0,Aisle,79
P2315,F244,American Airlines,DFW,DEN,7/17/2024 2:41,241,On-time,1022,392.27,43,Female,Low,Emergency,Economy,2,,Online,7.996833844,24,1,0,0,Window,100
P2316,F842,JetBlue,LAX,SEA,12/21/2024 21:34,158,On-time,1043,243.22,64,Male,Low,Leisure,Business,0,,Mobile App,6.748915201,57,113,0,0,Window,58
P2317,F474,United,SEA,DEN,7/14/2023 8:34,121,Cancelled,969,508.93,72,Female,Medium,Business,Economy,1,,Airport Kiosk,6.85033721,9,96,0,0,Window,83
P2318,F266,American Airlines,ATL,ORD,7/11/2024 13:38,167,On-time,834,607.11,67,Male,Medium,Family,Economy,2,,Airport Kiosk,6.500892793,5,115,0,0,Aisle,5
P2319,F639,Southwest,LAX,SEA,11/19/2024 8:23,198,On-time,1468,498.65,50,Male,Low,Business,Economy,0,,Online,6.366861703,4,86,0,0,Aisle,18
P2320,F325,Southwest,DEN,JFK,9/18/2023 2:05,222,Delayed,1249,186.31,23,Female,Low,Leisure,Economy,0,Gold,Airport Kiosk,7.823579079,24,46,0,1,Middle,56
P2321,F134,Delta,SFO,LAX,2/8/2025 19:59,144,On-time,1033,428.86,76,Male,Medium,Family,Business,1,,Online,8.829236654,13,24,0,0,Window,68
P2322,F1166,Delta,JFK,LAX,3/28/2025 2:34,172,On-time,1316,258.32,37,Male,Low,Emergency,Economy,0,Gold,Mobile App,6.841289601,7,91,0,0,Window,2
P2323,F1464,Delta,ATL,ORD,7/20/2024 21:43,129,On-time,1214,269.17,70,Male,High,Emergency,Business,0,,Online,7.435280595,1,29,0,0,Middle,0
P2324,F1677,JetBlue,JFK,DFW,4/23/2023 8:09,159,On-time,1482,258.86,68,Male,High,Leisure,Economy,1,,Desk,7.946593994,4,86,0,0,Aisle,57
P2325,F648,JetBlue,DFW,DFW,2/17/2025 13:59,189,On-time,1440,485.98,62,Male,Low,Leisure,Economy,0,Silver,Mobile App,7.837404496,3,66,1,0,Middle,37
P2326,F1546,Southwest,LAX,DFW,11/13/2024 11:05,221,On-time,1193,586.9,76,Male,Low,Emergency,Premium Economy,1,,Airport Kiosk,7.596031786,1,43,0,0,Window,14
P2327,F520,American Airlines,DFW,SEA,7/30/2023 20:45,288,On-time,704,446.79,54,Female,Medium,Emergency,Economy,1,Gold,Airport Kiosk,7.360199754,8,58,0,0,Window,33
P2328,F1310,United,SEA,SFO,9/5/2024 2:06,166,On-time,1426,295.18,77,Male,Medium,Business,Economy,0,,Desk,7.462666932,13,18,0,0,Middle,60
P2329,F894,JetBlue,SFO,JFK,1/10/2024 5:07,115,On-time,1540,250.25,59,Male,Low,Business,Premium Economy,2,,Desk,8.258220509,11,112,0,0,Aisle,34
P2330,F130,Delta,ATL,SEA,7/18/2023 22:51,220,On-time,1578,453.48,24,Female,High,Business,Economy,0,,Desk,6.795366222,27,60,1,0,Middle,63
P2331,F1394,United,LAX,LAX,10/29/2023 17:47,170,On-time,1114,323.43,36,Male,Low,Leisure,Premium Economy,0,,Airport Kiosk,8.781213336,15,16,0,0,Middle,112
P2332,F267,JetBlue,SFO,ORD,11/8/2023 0:02,191,On-time,1057,384.14,49,Male,Low,Leisure,Business,3,Gold,Desk,6.492854484,20,50,0,0,Middle,24
P2333,F1927,JetBlue,LAX,SFO,7/7/2023 14:14,84,On-time,1586,30.64,26,Male,Medium,Business,Economy,3,Platinum,Online,5.976690876,10,39,0,0,Middle,23
P2334,F1996,Delta,SEA,ORD,1/1/2025 14:47,269,On-time,1354,177.02,79,Male,Medium,Family,Premium Economy,3,Gold,Desk,8.164808801,1,76,0,0,Window,11
P2335,F1776,United,LAX,SFO,3/3/2025 18:52,180,On-time,632,418.8,51,Male,Low,Business,Premium Economy,1,Silver,Desk,8.356105223,1,48,0,0,Aisle,17
P2336,F1917,Southwest,DFW,LAX,12/6/2023 2:39,222,On-time,1827,308.95,44,Female,Low,Business,Business,0,,Desk,8.408550838,25,108,1,1,Window,14
P2337,F1448,JetBlue,DEN,DFW,10/21/2023 21:08,119,On-time,1258,355.12,32,Male,High,Business,Economy,0,Silver,Online,8.338985859,16,9,0,0,Window,107
P2338,F280,JetBlue,ATL,SFO,1/23/2025 5:49,112,On-time,1538,412.43,53,Female,High,Business,Business,0,,Online,9.546296018,21,27,0,0,Middle,79
P2339,F1821,Southwest,JFK,DFW,3/8/2024 9:41,113,On-time,857,294.67,18,Female,Low,Emergency,Economy,2,,Airport Kiosk,5.686645292,12,36,0,0,Window,26
P2340,F1273,United,JFK,LAX,8/15/2024 6:54,156,On-time,709,358.52,47,Male,Low,Family,Business,1,,Mobile App,7.577688798,5,111,0,0,Window,71
P2341,F863,United,SFO,LAX,9/25/2024 15:14,65,On-time,1689,397.14,66,Male,Low,Leisure,Economy,3,Platinum,Online,7.582434393,8,1,0,0,Middle,59
P2342,F1599,American Airlines,LAX,LAX,9/14/2024 7:39,137,On-time,1380,253.77,60,Female,High,Leisure,Business,0,,Airport Kiosk,7.389602232,14,76,0,0,Middle,45
P2343,F1218,Delta,DEN,LAX,4/13/2024 17:57,262,On-time,970,276.6,49,Male,High,Family,Economy,1,,Desk,7.164451153,30,14,0,0,Aisle,88
P2344,F19,American Airlines,DEN,LAX,12/26/2023 12:27,57,On-time,1275,354.74,40,Male,Medium,Family,Economy,1,Silver,Online,7.535516206,9,5,1,0,Aisle,16
P2345,F1240,United,LAX,DFW,10/31/2024 22:25,162,On-time,1157,356.6,62,Female,High,Business,Business,1,,Online,8.999196035,1,98,0,0,Middle,92
P2346,F1430,Southwest,DFW,ORD,9/18/2023 2:25,249,Delayed,1227,216.61,24,Female,Low,Emergency,Economy,2,Silver,Mobile App,7.499004392,4,7,0,0,Window,52
P2347,F789,American Airlines,DEN,ATL,10/17/2024 9:14,193,On-time,981,396.52,75,Female,Low,Business,Premium Economy,1,,Online,6.99658619,30,111,0,0,Middle,7
P2348,F1379,Delta,LAX,LAX,7/28/2024 23:35,150,On-time,1725,444.69,23,Female,Low,Business,Economy,1,Platinum,Online,7.362653465,24,116,0,0,Middle,78
P2349,F328,JetBlue,DFW,ATL,3/19/2024 14:23,221,On-time,1192,196.32,50,Female,High,Business,Economy,2,Silver,Online,7.329821971,1,45,0,0,Window,26
P2350,F61,Southwest,DFW,ORD,10/26/2023 7:13,75,Delayed,1218,324.53,37,Male,Medium,Family,Economy,1,,Airport Kiosk,6.857185058,28,117,1,1,Window,45
P2351,F276,Southwest,ORD,ORD,3/16/2025 7:38,220,On-time,1025,583.76,28,Female,Low,Leisure,First,1,Gold,Mobile App,8.709463563,20,95,0,1,Middle,49
P2352,F1401,JetBlue,DFW,DFW,9/14/2024 12:15,131,Delayed,1645,284.91,21,Male,High,Emergency,Economy,1,,Mobile App,8.754806181,5,91,0,0,Aisle,115
P2353,F87,Southwest,DFW,ORD,7/23/2024 4:07,17,On-time,965,351.53,74,Male,Low,Emergency,Economy,0,,Mobile App,7.11879166,22,24,0,0,Middle,70
P2354,F39,JetBlue,LAX,SEA,6/20/2023 8:11,268,On-time,1498,315.78,74,Male,Medium,Family,Economy,3,Silver,Online,7.23957397,7,103,0,0,Window,2
P2355,F265,American Airlines,ATL,DFW,6/21/2023 19:31,200,On-time,1538,238.94,59,Male,Low,Emergency,Economy,0,Platinum,Desk,8.491862312,2,108,0,0,Middle,92
P2356,F6,Southwest,JFK,LAX,1/4/2024 22:21,36,On-time,944,276.55,54,Male,Medium,Family,Economy,2,,Desk,8.16515724,5,36,0,0,Middle,63
P2357,F1251,Southwest,SEA,ATL,10/16/2023 14:43,158,On-time,1586,350.35,50,Male,Low,Leisure,Economy,1,,Desk,7.523663971,9,105,0,0,Aisle,43
P2358,F1575,Delta,LAX,SFO,9/1/2024 7:25,201,On-time,1712,135.66,18,Female,Medium,Emergency,Economy,1,,Online,6.844177244,0,88,0,0,Aisle,52
P2359,F1113,United,DEN,DEN,6/20/2024 10:38,165,On-time,718,313.57,27,Female,Medium,Business,Economy,0,Silver,Airport Kiosk,7.167660394,3,102,0,0,Aisle,23
P2360,F551,United,SFO,SEA,6/23/2023 18:45,326,On-time,999,355.89,57,Female,Medium,Leisure,Economy,1,Silver,Online,7.32468729,0,110,0,1,Window,59
P2361,F1453,United,ATL,SFO,3/8/2024 12:31,202,On-time,1247,275.59,57,Female,Low,Family,Premium Economy,0,,Desk,6.89778314,8,56,0,0,Middle,2
P2362,F1882,American Airlines,DEN,DFW,4/11/2024 17:14,96,On-time,590,381.46,45,Female,Medium,Emergency,Economy,1,Silver,Online,5.642319206,22,105,0,1,Middle,19
P2363,F1918,JetBlue,JFK,DFW,6/23/2023 2:54,240,On-time,1606,380.66,29,Female,Medium,Leisure,Economy,1,Gold,Desk,5.965588518,14,107,0,0,Window,45
P2364,F1200,Delta,SFO,DFW,1/26/2024 0:54,307,On-time,1208,504.3,24,Male,Low,Leisure,Business,1,Silver,Desk,8.449874147,30,82,0,0,Aisle,14
P2365,F1648,United,SEA,JFK,5/3/2024 0:57,197,On-time,858,282.97,70,Female,Low,Leisure,Premium Economy,1,,Mobile App,6.90735914,1,0,0,0,Aisle,24
P2366,F1659,Southwest,ORD,JFK,4/24/2023 4:44,257,On-time,1488,206.73,20,Male,Medium,Leisure,Economy,0,,Mobile App,8.459636635,3,71,0,0,Window,93
P2367,F1676,JetBlue,ATL,SEA,9/9/2023 2:11,231,On-time,1342,371.67,73,Female,High,Emergency,Business,0,Platinum,Desk,8.332806229,30,39,0,0,Aisle,77
P2368,F778,American Airlines,SEA,DEN,5/26/2023 11:56,268,On-time,1224,201.68,33,Female,Low,Emergency,Premium Economy,0,Silver,Mobile App,7.797127296,12,86,0,0,Middle,70
P2369,F834,American Airlines,DFW,SEA,11/15/2023 5:39,248,On-time,989,79.8,22,Female,Low,Emergency,Business,1,Gold,Mobile App,8.524242023,3,50,0,1,Window,16
P2370,F1695,American Airlines,DFW,DFW,9/22/2024 20:04,238,On-time,906,273.85,77,Male,Medium,Business,Business,0,Gold,Mobile App,8.763840107,13,50,0,0,Aisle,107
P2371,F483,American Airlines,ORD,SFO,2/22/2024 7:17,220,On-time,1014,343.36,19,Male,Medium,Family,Economy,3,Silver,Airport Kiosk,6.865651353,2,115,0,0,Aisle,83
P2372,F883,JetBlue,DEN,ATL,10/10/2024 8:31,182,On-time,1039,213.38,57,Female,High,Family,Premium Economy,2,,Online,8.24640738,13,30,0,0,Middle,99
P2373,F1655,JetBlue,ATL,ATL,4/19/2024 19:50,319,On-time,1489,328.53,27,Female,High,Business,Economy,1,,Desk,6.549479444,15,31,0,0,Aisle,8
P2374,F53,JetBlue,ATL,LAX,6/13/2024 8:21,114,On-time,1125,244.25,23,Female,High,Leisure,Business,0,Gold,Online,8.479213775,12,107,0,0,Aisle,37
P2375,F824,American Airlines,ATL,LAX,7/14/2024 15:26,145,On-time,1381,242.48,58,Female,Low,Emergency,Economy,2,Gold,Desk,6.757579173,14,5,0,0,Window,47
P2376,F564,JetBlue,LAX,SFO,9/2/2023 11:35,250,On-time,1428,517.38,32,Female,Low,Business,Economy,0,,Mobile App,7.032685119,39,11,1,0,Aisle,120
P2377,F204,United,SFO,SEA,2/4/2024 0:38,207,On-time,1037,188.09,20,Female,Low,Business,Economy,1,Silver,Desk,7.269904156,3,30,0,0,Middle,59
P2378,F1102,American Airlines,SEA,DFW,12/23/2023 5:11,136,On-time,1092,344.26,43,Female,High,Family,First,2,Platinum,Airport Kiosk,9.344313394,5,15,0,0,Middle,62
P2379,F7,JetBlue,DFW,ORD,1/27/2024 15:23,203,On-time,1570,455.48,32,Male,Low,Leisure,Premium Economy,1,,Airport Kiosk,8.385315128,21,40,0,0,Middle,85
P2380,F572,United,DEN,JFK,10/16/2024 5:25,233,Delayed,963,468.09,22,Female,Medium,Leisure,Economy,2,Silver,Online,8.581336639,0,105,0,0,Middle,117
P2381,F57,American Airlines,ATL,DFW,5/27/2023 21:37,83,On-time,1198,122.13,76,Male,Medium,Leisure,Economy,1,Silver,Desk,8.694484913,5,40,0,0,Window,116
P2382,F465,Southwest,SFO,ATL,5/13/2024 12:04,176,Delayed,1430,234.91,45,Female,Medium,Emergency,Economy,1,,Desk,7.424097975,25,94,0,0,Window,116
P2383,F1247,American Airlines,ATL,ATL,11/7/2023 13:30,154,On-time,1296,275.29,71,Male,Low,Family,Business,2,,Online,8.550172494,16,63,0,0,Middle,1
P2384,F1168,Delta,SFO,SEA,5/3/2024 10:50,53,On-time,893,562.25,61,Female,High,Leisure,Economy,2,Platinum,Mobile App,7.795848598,2,22,0,0,Aisle,87
P2385,F119,Southwest,SEA,DEN,5/11/2024 6:56,175,On-time,829,454.25,29,Male,High,Family,Economy,2,Platinum,Airport Kiosk,7.886782714,2,110,0,0,Window,71
P2386,F1134,Southwest,LAX,DEN,3/9/2024 1:19,313,On-time,1203,264.28,27,Female,Low,Business,Economy,1,,Airport Kiosk,7.352157004,0,50,0,0,Aisle,10
P2387,F1950,Southwest,SEA,SFO,7/9/2023 18:34,212,On-time,1619,353.7,43,Female,Medium,Business,Business,0,Silver,Mobile App,6.809347701,7,85,0,0,Aisle,63
P2388,F1041,Delta,SEA,DFW,12/17/2024 19:16,29,On-time,1314,247.84,59,Female,Medium,Leisure,Economy,0,,Mobile App,7.244674347,8,61,0,0,Window,76
P2389,F357,Delta,DEN,SEA,6/30/2023 0:28,173,On-time,1983,227.88,37,Female,Medium,Leisure,Business,1,,Airport Kiosk,8.960754452,6,3,0,1,Aisle,80
P2390,F886,JetBlue,ATL,LAX,4/22/2024 20:26,88,Delayed,1632,389.67,77,Female,High,Business,Economy,2,Silver,Desk,7.50305631,19,71,0,0,Window,71
P2391,F1502,United,ORD,DEN,4/4/2024 3:32,114,On-time,1303,392.2,42,Male,Medium,Emergency,Economy,2,,Airport Kiosk,6.915409829,2,97,0,0,Aisle,20
P2392,F128,JetBlue,ATL,DEN,5/20/2023 8:31,168,Delayed,1801,623.05,23,Female,Low,Family,Economy,1,Gold,Desk,7.535247512,2,95,0,0,Window,17
P2393,F820,Southwest,JFK,SEA,12/4/2024 23:31,258,On-time,1205,440.77,41,Female,Medium,Emergency,Economy,0,,Mobile App,7.789391879,3,66,0,0,Middle,93
P2394,F715,JetBlue,DEN,ORD,6/28/2023 12:44,237,Delayed,1069,350.22,22,Female,High,Family,Economy,0,,Desk,7.286757756,22,87,1,0,Window,63
P2395,F1287,American Airlines,ATL,LAX,10/14/2024 17:49,308,On-time,1133,381.3,48,Male,Medium,Business,Economy,1,,Desk,8.522445016,11,3,0,0,Aisle,81
P2396,F1677,Delta,SFO,DFW,7/10/2023 21:45,216,On-time,1178,295.44,36,Male,Medium,Family,Business,0,Silver,Online,9.67694303,6,6,0,0,Middle,109
P2397,F645,Southwest,DFW,ATL,10/4/2023 2:45,164,On-time,343,188.78,63,Male,Medium,Emergency,Economy,0,,Online,7.569617309,12,62,0,0,Window,110
P2398,F1991,United,SEA,SEA,3/5/2024 4:33,128,On-time,1095,233.13,67,Male,Low,Leisure,Premium Economy,2,Platinum,Online,8.563381511,5,91,0,0,Window,94
P2399,F1767,JetBlue,SEA,ATL,7/12/2023 5:02,180,On-time,1472,478.1,25,Female,High,Emergency,Business,3,,Online,9.170281955,0,30,0,0,Window,37
P2400,F1730,Southwest,DFW,LAX,5/1/2023 1:42,333,On-time,1257,345.2,49,Female,Medium,Emergency,Economy,1,Silver,Mobile App,6.687009308,27,39,0,0,Middle,31
P2401,F532,Southwest,SEA,JFK,9/24/2023 15:45,213,On-time,1257,374.67,21,Male,Low,Family,Economy,3,Silver,Desk,6.451586108,1,75,0,0,Middle,10
P2402,F1945,United,DFW,JFK,7/13/2024 16:31,220,On-time,1847,369.54,69,Female,Medium,Business,Economy,1,Platinum,Desk,7.633747469,3,31,0,0,Middle,44
P2403,F664,Delta,DEN,ORD,2/24/2025 0:52,201,Cancelled,1427,695.48,25,Male,High,Emergency,Economy,3,,Desk,6.961408121,1,94,0,0,Aisle,88
P2404,F1579,American Airlines,SFO,SFO,3/28/2024 23:54,198,On-time,1565,338.08,62,Female,Medium,Leisure,Premium Economy,2,,Online,7.489544274,3,35,0,0,Aisle,32
P2405,F1849,United,ORD,ATL,1/2/2024 1:22,291,On-time,1735,152.03,76,Male,High,Business,Economy,4,Silver,Mobile App,7.91297179,25,74,0,1,Window,101
P2406,F1131,JetBlue,DFW,JFK,8/22/2023 4:44,144,Delayed,1409,393.79,62,Male,Medium,Family,Premium Economy,0,Silver,Desk,8.192004438,7,40,1,0,Window,40
P2407,F598,United,ORD,DFW,12/6/2023 0:06,92,On-time,747,465.92,45,Male,High,Emergency,Premium Economy,1,,Mobile App,7.605839292,10,50,0,0,Middle,7
P2408,F1147,JetBlue,LAX,ATL,1/2/2024 22:43,248,On-time,1339,342.04,63,Male,Medium,Business,First,0,,Mobile App,7.911117895,20,13,0,0,Aisle,10
P2409,F1038,Southwest,SFO,SEA,1/3/2024 17:11,80,On-time,1098,277.21,60,Male,Low,Emergency,Economy,1,,Desk,7.265925254,25,10,0,0,Aisle,85
P2410,F186,United,DEN,DFW,5/8/2023 14:08,203,On-time,997,413.04,58,Male,Low,Family,Business,0,Silver,Mobile App,7.855812834,5,70,0,0,Middle,50
P2411,F959,Southwest,SEA,LAX,11/20/2023 11:52,217,On-time,1617,363.75,78,Female,Medium,Family,Premium Economy,2,,Online,8.650493381,5,52,0,0,Aisle,87
P2412,F119,Delta,SEA,SEA,5/25/2024 22:37,124,Delayed,1441,344.18,68,Female,High,Emergency,Economy,0,Silver,Airport Kiosk,5.384997004,0,64,0,0,Aisle,40
P2413,F1209,Delta,DFW,DFW,7/19/2023 5:36,192,On-time,1654,355.48,30,Female,Low,Business,Economy,2,Silver,Online,6.916029159,11,85,0,0,Window,16
P2414,F1759,United,ORD,SEA,2/22/2024 2:25,287,On-time,1256,333.08,23,Male,Medium,Leisure,Business,2,Gold,Online,8.981242132,22,76,0,0,Window,75
P2415,F1269,United,ORD,JFK,4/26/2024 19:14,183,On-time,1377,430.14,50,Female,Low,Business,Business,1,,Mobile App,9.404030464,12,113,0,0,Aisle,120
P2416,F1611,American Airlines,DFW,JFK,2/14/2024 21:31,115,On-time,1949,395.73,37,Female,Low,Leisure,Economy,1,,Online,7.799354615,16,71,0,0,Window,45
P2417,F875,Delta,SFO,DFW,5/16/2024 10:46,163,On-time,1113,400.07,69,Male,Medium,Leisure,Economy,5,,Airport Kiosk,5.949633899,2,70,0,0,Aisle,31
P2418,F953,United,ORD,ATL,3/12/2025 2:41,134,On-time,999,334.61,54,Male,Medium,Business,Economy,0,Silver,Desk,7.179022086,2,9,0,0,Window,78
P2419,F788,Delta,SEA,SEA,6/4/2024 4:45,184,On-time,1775,332.48,27,Female,High,Family,Economy,0,Silver,Mobile App,7.652983056,9,71,0,0,Aisle,79
P2420,F1947,Delta,SFO,SEA,8/31/2023 15:24,165,Delayed,1037,246.68,56,Female,Low,Emergency,Economy,2,Silver,Airport Kiosk,8.381945221,21,92,0,0,Window,53
P2421,F163,JetBlue,ORD,ORD,12/2/2024 13:38,126,On-time,1646,465.82,65,Male,Medium,Family,Economy,0,Gold,Online,6.126336243,45,116,0,0,Aisle,85
P2422,F918,Delta,SEA,SEA,1/19/2025 14:13,178,On-time,757,412.67,72,Female,Medium,Leisure,Premium Economy,1,,Online,7.775096993,15,22,0,0,Middle,91
P2423,F708,American Airlines,DFW,SFO,9/9/2023 22:35,236,On-time,916,485.75,50,Female,Medium,Business,Economy,1,,Mobile App,7.046652806,2,95,0,0,Window,19
P2424,F897,Delta,SEA,SEA,2/9/2025 20:40,170,On-time,1433,356.53,49,Male,Low,Leisure,Economy,0,Silver,Desk,6.163683488,5,34,0,0,Aisle,32
